workerCounter,assignmentId,workerId,hitId,trial type,reaction time,score,stimulus1,stimulus2 
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,1772,1,54,49
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3511,3,20,53
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,5930,3,14,59
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,13889,4,38,14
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2757,1,46,51
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4331,5,38,57
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,5975,7,48,44
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2011,1,17,14
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4327,6,55,57
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2253,1,50,43
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3368,2,45,38
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2985,2,54,47
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,5153,2,14,51
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,7266,2,52,45
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,1793,1,55,50
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,5015,6,53,42
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3077,3,55,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4583,6,50,56
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2433,1,58,42
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,6585,8,38,52
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2192,1,50,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3009,3,38,44
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3463,6,14,47
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4259,6,45,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3904,5,14,54
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,6565,4,41,43
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4885,1,46,52
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3229,7,50,38
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3988,3,41,28
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,8018,6,57,52
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2348,1,17,54
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,1617,1,38,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,3,2202,true,56,56
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,8551,6,54,47
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3728,5,14,54
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2593,2,45,38
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3202,7,50,38
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2087,1,17,14
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,1918,1,50,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3251,5,55,57
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,6764,5,38,57
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3073,1,14,51
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3960,3,58,54
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2852,1,58,42
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2484,4,53,42
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4835,7,50,56
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2092,1,17,54
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4340,2,55,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,6663,3,20,53
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2490,6,14,47
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3339,2,50,43
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4584,7,38,52
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3661,5,38,14
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4535,6,57,52
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4768,6,14,59
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3869,3,41,28
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3905,1,46,52
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,5623,2,52,45
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,1721,1,54,49
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,6069,3,41,43
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2533,1,46,51
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3709,5,45,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2971,7,48,44
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2793,1,38,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,11716,2,38,44
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2349,1,55,50
4,debugZTF4AI,debug97999S,debugPMFH95,0,15221,3,16,2
4,debugZTF4AI,debug97999S,debugPMFH95,1,5829,5,10,25
4,debugZTF4AI,debug97999S,debugPMFH95,1,8993,3,1,24
4,debugZTF4AI,debug97999S,debugPMFH95,1,8482,4,23,14
4,debugZTF4AI,debug97999S,debugPMFH95,1,7033,5,25,4
4,debugZTF4AI,debug97999S,debugPMFH95,1,10218,5,13,4
4,debugZTF4AI,debug97999S,debugPMFH95,2,7738,3,17,22
4,debugZTF4AI,debug97999S,debugPMFH95,2,7301,6,2,19
4,debugZTF4AI,debug97999S,debugPMFH95,2,5346,2,11,21
4,debugZTF4AI,debug97999S,debugPMFH95,2,3074,4,15,24
4,debugZTF4AI,debug97999S,debugPMFH95,2,3350,4,10,25
4,debugZTF4AI,debug97999S,debugPMFH95,2,3857,6,8,18
4,debugZTF4AI,debug97999S,debugPMFH95,2,3281,7,3,17
4,debugZTF4AI,debug97999S,debugPMFH95,2,3480,6,6,7
4,debugZTF4AI,debug97999S,debugPMFH95,2,4628,8,9,20
4,debugZTF4AI,debug97999S,debugPMFH95,2,5238,4,22,11
4,debugZTF4AI,debug97999S,debugPMFH95,2,3852,7,5,1
4,debugZTF4AI,debug97999S,debugPMFH95,2,3523,5,13,3
4,debugZTF4AI,debug97999S,debugPMFH95,2,3137,8,3,15
4,debugZTF4AI,debug97999S,debugPMFH95,2,3371,6,4,18
4,debugZTF4AI,debug97999S,debugPMFH95,2,2784,7,13,20
4,debugZTF4AI,debug97999S,debugPMFH95,2,4038,5,20,2
4,debugZTF4AI,debug97999S,debugPMFH95,2,3725,3,17,5
4,debugZTF4AI,debug97999S,debugPMFH95,2,4031,6,11,5
4,debugZTF4AI,debug97999S,debugPMFH95,2,3861,7,7,16
4,debugZTF4AI,debug97999S,debugPMFH95,2,2895,8,25,18
4,debugZTF4AI,debug97999S,debugPMFH95,2,5314,5,15,11
4,debugZTF4AI,debug97999S,debugPMFH95,2,3238,6,7,20
4,debugZTF4AI,debug97999S,debugPMFH95,2,2654,6,7,9
4,debugZTF4AI,debug97999S,debugPMFH95,2,4729,4,3,9
4,debugZTF4AI,debug97999S,debugPMFH95,2,4369,7,17,16
4,debugZTF4AI,debug97999S,debugPMFH95,2,2369,6,17,1
4,debugZTF4AI,debug97999S,debugPMFH95,2,4451,5,19,17
4,debugZTF4AI,debug97999S,debugPMFH95,2,2905,6,2,11
4,debugZTF4AI,debug97999S,debugPMFH95,2,5388,6,20,24
4,debugZTF4AI,debug97999S,debugPMFH95,2,2511,4,13,17
4,debugZTF4AI,debug97999S,debugPMFH95,2,2752,5,15,6
4,debugZTF4AI,debug97999S,debugPMFH95,2,7497,7,15,12
4,debugZTF4AI,debug97999S,debugPMFH95,2,3828,5,23,12
4,debugZTF4AI,debug97999S,debugPMFH95,3,2978,false,14,14
4,debugZTF4AI,debug97999S,debugPMFH95,2,2976,4,13,17
4,debugZTF4AI,debug97999S,debugPMFH95,2,6122,5,23,12
4,debugZTF4AI,debug97999S,debugPMFH95,2,2693,3,11,21
4,debugZTF4AI,debug97999S,debugPMFH95,2,4059,6,5,1
4,debugZTF4AI,debug97999S,debugPMFH95,2,4293,3,22,11
4,debugZTF4AI,debug97999S,debugPMFH95,2,6398,5,4,18
4,debugZTF4AI,debug97999S,debugPMFH95,2,5284,6,8,18
4,debugZTF4AI,debug97999S,debugPMFH95,2,4911,8,9,20
4,debugZTF4AI,debug97999S,debugPMFH95,2,3887,3,17,22
4,debugZTF4AI,debug97999S,debugPMFH95,2,4688,5,13,3
4,debugZTF4AI,debug97999S,debugPMFH95,2,4241,6,20,2
4,debugZTF4AI,debug97999S,debugPMFH95,2,6114,3,17,5
4,debugZTF4AI,debug97999S,debugPMFH95,2,5907,3,15,24
4,debugZTF4AI,debug97999S,debugPMFH95,2,3123,7,17,16
4,debugZTF4AI,debug97999S,debugPMFH95,2,2576,7,7,16
4,debugZTF4AI,debug97999S,debugPMFH95,2,3335,6,15,6
4,debugZTF4AI,debug97999S,debugPMFH95,2,3679,3,17,1
4,debugZTF4AI,debug97999S,debugPMFH95,2,3687,4,15,11
4,debugZTF4AI,debug97999S,debugPMFH95,2,4210,5,20,24
4,debugZTF4AI,debug97999S,debugPMFH95,2,4901,6,7,20
4,debugZTF4AI,debug97999S,debugPMFH95,2,4102,6,3,17
4,debugZTF4AI,debug97999S,debugPMFH95,2,3928,4,3,9
4,debugZTF4AI,debug97999S,debugPMFH95,2,4159,7,10,25
4,debugZTF4AI,debug97999S,debugPMFH95,2,6751,4,19,17
4,debugZTF4AI,debug97999S,debugPMFH95,2,4658,7,2,19
4,debugZTF4AI,debug97999S,debugPMFH95,2,2631,7,15,12
4,debugZTF4AI,debug97999S,debugPMFH95,2,3287,7,25,18
4,debugZTF4AI,debug97999S,debugPMFH95,2,2332,7,13,20
4,debugZTF4AI,debug97999S,debugPMFH95,2,8769,8,11,5
4,debugZTF4AI,debug97999S,debugPMFH95,2,4429,6,2,11
4,debugZTF4AI,debug97999S,debugPMFH95,2,3529,6,6,7
4,debugZTF4AI,debug97999S,debugPMFH95,2,5087,6,3,15
4,debugZTF4AI,debug97999S,debugPMFH95,2,3003,6,7,9
4,debugZTF4AI,debug97999S,debugPMFH95,2,5165,8,11,5
4,debugZTF4AI,debug97999S,debugPMFH95,2,3951,4,15,11
4,debugZTF4AI,debug97999S,debugPMFH95,2,4404,3,19,17
4,debugZTF4AI,debug97999S,debugPMFH95,2,5304,8,5,1
4,debugZTF4AI,debug97999S,debugPMFH95,2,3818,4,13,17
4,debugZTF4AI,debug97999S,debugPMFH95,2,9837,5,13,3
4,debugZTF4AI,debug97999S,debugPMFH95,2,3704,6,7,9
4,debugZTF4AI,debug97999S,debugPMFH95,2,2406,7,2,11
4,debugZTF4AI,debug97999S,debugPMFH95,2,2516,7,9,20
4,debugZTF4AI,debug97999S,debugPMFH95,2,3895,5,4,18
4,debugZTF4AI,debug97999S,debugPMFH95,2,2326,6,25,18
4,debugZTF4AI,debug97999S,debugPMFH95,2,2685,7,20,24
4,debugZTF4AI,debug97999S,debugPMFH95,2,2357,7,17,16
4,debugZTF4AI,debug97999S,debugPMFH95,2,2980,7,20,2
4,debugZTF4AI,debug97999S,debugPMFH95,2,3110,7,3,15
4,debugZTF4AI,debug97999S,debugPMFH95,2,3119,6,3,9
4,debugZTF4AI,debug97999S,debugPMFH95,2,3355,4,22,11
4,debugZTF4AI,debug97999S,debugPMFH95,2,3188,6,6,7
4,debugZTF4AI,debug97999S,debugPMFH95,2,6273,4,15,12
4,debugZTF4AI,debug97999S,debugPMFH95,2,3197,3,23,12
4,debugZTF4AI,debug97999S,debugPMFH95,2,4361,4,10,25
4,debugZTF4AI,debug97999S,debugPMFH95,2,3080,4,15,24
4,debugZTF4AI,debug97999S,debugPMFH95,2,2609,3,17,5
4,debugZTF4AI,debug97999S,debugPMFH95,2,3145,4,15,6
4,debugZTF4AI,debug97999S,debugPMFH95,2,2279,2,17,1
4,debugZTF4AI,debug97999S,debugPMFH95,2,3471,7,8,18
4,debugZTF4AI,debug97999S,debugPMFH95,2,5234,5,11,21
4,debugZTF4AI,debug97999S,debugPMFH95,2,4717,8,13,20
4,debugZTF4AI,debug97999S,debugPMFH95,2,4008,8,2,19
4,debugZTF4AI,debug97999S,debugPMFH95,2,3493,7,7,16
4,debugZTF4AI,debug97999S,debugPMFH95,2,3433,7,3,17
4,debugZTF4AI,debug97999S,debugPMFH95,2,2873,6,7,20
4,debugZTF4AI,debug97999S,debugPMFH95,2,2949,4,17,22
4,debugZTF4AI,debug97999S,debugPMFH95,3,2638,false,1,1
4,debugZTF4AI,debug97999S,debugPMFH95,2,6912,3,17,5
4,debugZTF4AI,debug97999S,debugPMFH95,2,3853,5,13,17
4,debugZTF4AI,debug97999S,debugPMFH95,2,4844,6,2,11
4,debugZTF4AI,debug97999S,debugPMFH95,2,2317,3,22,11
4,debugZTF4AI,debug97999S,debugPMFH95,2,3710,6,4,18
4,debugZTF4AI,debug97999S,debugPMFH95,2,2761,6,11,5
4,debugZTF4AI,debug97999S,debugPMFH95,2,2116,6,7,9
4,debugZTF4AI,debug97999S,debugPMFH95,2,2111,6,10,25
4,debugZTF4AI,debug97999S,debugPMFH95,2,3441,5,15,11
4,debugZTF4AI,debug97999S,debugPMFH95,2,3243,7,2,19
4,debugZTF4AI,debug97999S,debugPMFH95,2,4856,6,20,2
4,debugZTF4AI,debug97999S,debugPMFH95,2,4107,4,13,3
4,debugZTF4AI,debug97999S,debugPMFH95,2,4908,8,9,20
4,debugZTF4AI,debug97999S,debugPMFH95,2,3718,3,17,22
4,debugZTF4AI,debug97999S,debugPMFH95,2,5010,5,15,24
4,debugZTF4AI,debug97999S,debugPMFH95,2,3674,7,8,18
4,debugZTF4AI,debug97999S,debugPMFH95,2,2857,7,17,16
4,debugZTF4AI,debug97999S,debugPMFH95,2,2987,8,5,1
4,debugZTF4AI,debug97999S,debugPMFH95,2,4309,6,3,15
4,debugZTF4AI,debug97999S,debugPMFH95,2,3530,4,3,9
4,debugZTF4AI,debug97999S,debugPMFH95,2,2301,7,6,7
4,debugZTF4AI,debug97999S,debugPMFH95,2,3867,3,17,1
4,debugZTF4AI,debug97999S,debugPMFH95,2,3422,6,15,6
4,debugZTF4AI,debug97999S,debugPMFH95,2,6985,6,23,12
4,debugZTF4AI,debug97999S,debugPMFH95,2,2337,8,13,20
4,debugZTF4AI,debug97999S,debugPMFH95,2,3819,5,19,17
4,debugZTF4AI,debug97999S,debugPMFH95,2,2184,6,3,17
4,debugZTF4AI,debug97999S,debugPMFH95,2,2000,6,7,20
4,debugZTF4AI,debug97999S,debugPMFH95,2,4674,7,25,18
4,debugZTF4AI,debug97999S,debugPMFH95,2,3816,7,20,24
4,debugZTF4AI,debug97999S,debugPMFH95,2,2503,7,7,16
4,debugZTF4AI,debug97999S,debugPMFH95,2,3435,2,11,21
4,debugZTF4AI,debug97999S,debugPMFH95,2,3742,6,15,12
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,0,28201,2,37,38
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,1,4283,2,14,28
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,1,3930,1,40,10
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,1,11175,5,39,27
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,1,4844,3,27,11
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,1,10277,5,29,21
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,20026,5,34,35
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,4113,4,26,17
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3651,3,22,28
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,4661,4,26,31
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,8486,8,34,28
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,6200,1,22,11
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2421,2,29,30
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2425,5,11,38
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3192,5,35,14
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,4425,6,33,28
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2881,7,39,33
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3714,8,31,25
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2816,1,10,11
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2993,1,37,10
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,5813,6,24,20
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2927,3,38,22
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2844,5,28,37
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2841,4,31,29
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2667,4,21,17
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3824,6,38,25
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3510,1,37,17
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2769,4,40,24
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2730,5,24,39
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3924,6,34,37
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2472,5,33,38
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2241,1,27,10
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2846,1,36,20
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2803,2,38,32
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2436,1,23,17
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3308,5,11,33
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2951,1,39,36
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,5450,5,17,10
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2827,4,32,24
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,3,2689,true,11,11
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2945,6,39,33
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,5852,5,33,38
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3630,4,31,25
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3381,5,32,24
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2569,3,26,17
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,4201,6,34,37
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,1904,6,11,33
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,4973,2,22,11
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3084,2,11,38
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2950,5,28,37
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3875,8,34,28
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3023,3,38,22
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,5019,5,33,28
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2870,2,39,36
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2181,2,23,17
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3709,2,38,32
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2822,7,24,20
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2493,5,24,39
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2247,1,21,17
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,4306,5,17,10
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3133,1,27,10
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,4386,4,31,29
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3000,1,10,11
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,4068,2,22,28
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2287,4,35,14
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2848,3,26,31
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,6130,3,40,24
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,4792,1,36,20
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2056,2,29,30
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2920,5,38,25
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2564,4,34,35
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3771,1,37,17
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,1715,1,37,10
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,17300,4,11,33
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2996,1,10,11
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3194,3,26,31
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2841,5,17,10
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3726,4,28,37
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2111,4,39,33
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2494,1,37,17
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,5594,5,11,38
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2282,4,31,29
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3486,6,24,20
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2668,2,26,17
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,4437,2,33,38
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2145,1,21,17
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,1572,1,36,20
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3312,4,40,24
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2830,3,33,28
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3012,4,34,35
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2990,2,23,17
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3285,4,24,39
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3473,2,38,22
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2553,5,38,25
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2534,1,37,10
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2223,1,27,10
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3346,4,34,28
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2522,3,35,14
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2575,5,34,37
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2706,2,38,32
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2642,3,31,25
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,1954,1,39,36
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,5207,3,32,24
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2401,2,22,11
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3746,2,29,30
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2098,2,22,28
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,3,2527,true,38,38
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,4515,2,22,28
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,5458,1,37,10
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,1741,1,26,17
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2559,2,38,32
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,4474,4,24,39
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2251,5,34,37
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2196,6,24,20
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2250,1,39,36
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2339,4,40,24
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,1996,4,11,33
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,1927,3,33,38
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,1909,2,23,17
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2543,2,37,17
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2696,8,34,28
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2932,6,28,37
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2690,4,17,10
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3147,2,31,29
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,21526,4,31,25
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,8201,5,39,33
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2626,1,27,10
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2189,3,33,28
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2215,2,22,11
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,8998,1,36,20
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,152596,3,26,31
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,10907,3,38,22
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2667,1,21,17
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2537,5,35,14
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,20523,1,10,11
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2478,3,32,24
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2488,5,34,35
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,3667,5,38,25
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,5305,4,11,38
5,debug9X9GZT,debugO83MFY,debugNVJ3H1,2,2194,2,29,30
6,debugUC3EDL,debugHA1CLA,debugFJMYG8,0,8632,7,24,35
6,debugUC3EDL,debugHA1CLA,debugFJMYG8,1,3560,5,35,38
6,debugUC3EDL,debugHA1CLA,debugFJMYG8,1,3936,4,26,32
6,debugUC3EDL,debugHA1CLA,debugFJMYG8,1,4896,7,14,28
6,debugUC3EDL,debugHA1CLA,debugFJMYG8,1,4218,2,29,17
6,debugUC3EDL,debugHA1CLA,debugFJMYG8,1,2835,1,40,36
6,debugUC3EDL,debugHA1CLA,debugFJMYG8,2,4327,1,23,17
6,debugUC3EDL,debugHA1CLA,debugFJMYG8,2,3332,3,33,28
6,debugUC3EDL,debugHA1CLA,debugFJMYG8,2,3772,3,33,38
6,debugUC3EDL,debugHA1CLA,debugFJMYG8,2,7598,3,36,20
6,debugUC3EDL,debugHA1CLA,debugFJMYG8,2,3323,6,34,35
6,debugUC3EDL,debugHA1CLA,debugFJMYG8,2,2871,5,32,24
6,debugUC3EDL,debugHA1CLA,debugFJMYG8,2,4262,6,39,33
6,debugUC3EDL,debugHA1CLA,debugFJMYG8,2,3795,7,11,38
6,debugUC3EDL,debugHA1CLA,debugFJMYG8,2,2627,1,37,10
6,debugUC3EDL,debugHA1CLA,debugFJMYG8,2,3156,2,39,36
